w,taza
"('.', 'In')",0.0,The Lovers
"('In', 'his')",0.0,The Lovers
"('his', 'great')",0.0,The Lovers
"('great', 'and')",0.14285714285714285,The Lovers
"('and', 'glorious')",0.0,The Lovers
"('glorious', 'wisdom')",0.3,The Lovers
"('wisdom', ',')",0.0,The Lovers
"('he', 'knew')",0.2,The Lovers
"('knew', 'that')",0.0,The Lovers
"('that', 'our')",0.0,The Lovers
"('our', 'enemies')",0.0,The Lovers
"('enemies', 'the')",0.14285714285714285,The Lovers
"('the', 'Israelites')",0.2222222222222222,The Lovers
"('Israelites', 'must')",0.2,The Lovers
"('must', 'not')",0.16666666666666666,The Lovers
"('be', 'able')",0.5,The Lovers
"('able', 'to')",0.0,The Lovers
"('to', 'read')",0.0,The Lovers
"('read', 'therein')",0.25,The Lovers
"('therein', 'what')",0.25,The Lovers
"('what', 'we')",0.2,The Lovers
"('we', 'planned')",0.14285714285714285,The Lovers
"('planned', ""''"")",0.0,The Lovers
"('I', 'volunteer')",0.0,The Lovers
"('volunteer', ""''"")",0.0,The Lovers
"('``', 'Tell')",0.0,The Lovers
"('Tell', 'me')",0.25,The Lovers
"('me', 'more')",0.5,The Lovers
"('.', 'Six')",0.0,The Lovers
"('Six', 'months')",0.0,The Lovers
"('months', 'later')",0.1,The Lovers
"('later', ',')",0.0,The Lovers
"(',', 'Hal')",0.0,The Lovers
"('Hal', 'Yarrow')",0.14285714285714285,The Lovers
"('Yarrow', 'stood')",0.125,The Lovers
"('stood', 'in')",0.0,The Lovers
"('the', 'observation')",0.18181818181818182,The Lovers
"('observation', 'dome')",0.16666666666666666,The Lovers
"('dome', 'of')",0.2,The Lovers
"('Gabriel', 'and')",0.1111111111111111,The Lovers
"('and', 'watched')",0.25,The Lovers
"('watched', 'the')",0.42857142857142855,The Lovers
"('the', 'ball')",0.0,The Lovers
"('ball', 'of')",0.0,The Lovers
"('of', 'Earth')",0.0,The Lovers
"('Earth', 'dwindle')",0.0,The Lovers
"('dwindle', 'above')",0.1,The Lovers
"('above', 'him')",0.0,The Lovers
"('.', 'It')",0.0,The Lovers
"('It', 'was')",0.0,The Lovers
"('was', 'night')",0.0,The Lovers
"('night', 'on')",0.16666666666666666,The Lovers
"('hemisphere', ',')",0.0,The Lovers
"(',', 'but')",0.0,The Lovers
"('the', 'light')",0.3333333333333333,The Lovers
"('light', 'blazed')",0.1,The Lovers
"('blazed', 'from')",0.0,The Lovers
"('from', 'the')",0.0,The Lovers
"('the', 'megalopolises')",0.09090909090909091,The Lovers
"('megalopolises', 'of')",0.1,The Lovers
"('of', 'Australia')",0.0,The Lovers
"('Australia', ',')",0.0,The Lovers
"(',', 'Japan')",0.0,The Lovers
"('Japan', ',')",0.0,The Lovers
"(',', 'China')",0.0,The Lovers
"('China', ',')",0.0,The Lovers
"(',', 'Southeast')",0.0,The Lovers
"('Southeast', 'Asia')",0.2,The Lovers
"('Asia', ',')",0.0,The Lovers
"(',', 'India')",0.0,The Lovers
"('India', ',')",0.0,The Lovers
"(',', 'Siberia')",0.0,The Lovers
"('Siberia', '.')",0.0,The Lovers
"('the', 'linguist')",0.1111111111111111,The Lovers
"('linguist', ',')",0.0,The Lovers
"(',', 'saw')",0.0,The Lovers
"('saw', 'the')",0.0,The Lovers
"('the', 'glittering')",0.25,The Lovers
"('glittering', 'discs')",0.1,The Lovers
"('discs', 'and')",0.16666666666666666,The Lovers
"('and', 'necklaces')",0.25,The Lovers
"('necklaces', 'in')",0.125,The Lovers
"('in', 'terms')",0.0,The Lovers
"('terms', 'of')",0.0,The Lovers
"('the', 'languages')",0.1111111111111111,The Lovers
"('languages', 'spoken')",0.3,The Lovers
"('spoken', 'therein')",0.2,The Lovers
"('therein', '.')",0.0,The Lovers
"('.', 'Australia')",0.0,The Lovers
"('the', 'Philippine')",0.25,The Lovers
"('Philippine', 'Islands')",0.18181818181818182,The Lovers
"('Islands', ',')",0.0,The Lovers
"('and', 'northern')",0.125,The Lovers
"('northern', 'China')",0.2222222222222222,The Lovers
"('China', 'were')",0.0,The Lovers
"('were', 'inhabited')",0.1,The Lovers
"('by', 'those')",0.0,The Lovers
"('those', 'members')",0.25,The Lovers
"('members', 'of')",0.0,The Lovers
"('the', 'Haijac')",0.0,The Lovers
"('Haijac', 'Union')",0.125,The Lovers
"('Union', 'that')",0.0,The Lovers
"('that', 'spoke')",0.0,The Lovers
"('spoke', 'American')",0.08333333333333333,The Lovers
"('American', '.')",0.0,The Lovers
"('.', 'Southern')",0.0,The Lovers
"('Southern', 'China')",0.18181818181818182,The Lovers
"(',', 'all')",0.0,The Lovers
"('all', 'of')",0.0,The Lovers
"('of', 'southeast')",0.125,The Lovers
"('southeast', 'Asia')",0.2222222222222222,The Lovers
"(',', 'southern')",0.0,The Lovers
"('southern', 'India')",0.08333333333333333,The Lovers
"('India', 'and')",0.6,The Lovers
"('and', 'Ceylon')",0.125,The Lovers
"('Ceylon', ',')",0.0,The Lovers
"(',', 'these')",0.0,The Lovers
"('these', 'states')",0.6,The Lovers
"('states', 'of')",0.0,The Lovers
"('the', 'Malay')",0.0,The Lovers
"('Malay', 'Federation')",0.08333333333333333,The Lovers
"('Federation', 'spoke')",0.16666666666666666,The Lovers
"('spoke', 'Bazaar')",0.0,The Lovers
"('Bazaar', '.')",0.0,The Lovers
"('.', 'Siberia')",0.0,The Lovers
"('Siberia', 'spoke')",0.1,The Lovers
"('spoke', 'Icelandic')",0.08333333333333333,The Lovers
"('Icelandic', '.')",0.0,The Lovers
"('.', 'His')",0.0,The Lovers
"('His', 'mind')",0.16666666666666666,The Lovers
"('mind', 'turned')",0.25,The Lovers
"('turned', 'the')",0.2857142857142857,The Lovers
"('the', 'globe')",0.14285714285714285,The Lovers
"('globe', 'swiftly')",0.09090909090909091,The Lovers
"('swiftly', 'for')",0.1111111111111111,The Lovers
"('for', 'him')",0.0,The Lovers
"('him', ',')",0.0,The Lovers
"('he', 'visualized')",0.1,The Lovers
"('visualized', 'Africa')",0.15384615384615385,The Lovers
"('Africa', ',')",0.0,The Lovers
"(',', 'which')",0.0,The Lovers
"('which', 'used')",0.0,The Lovers
"('used', 'Swahili')",0.0,The Lovers
"('Swahili', 'south')",0.1,The Lovers
"('south', 'of')",0.16666666666666666,The Lovers
"('the', 'Sahara')",0.16666666666666666,The Lovers
"('Sahara', 'Sea')",0.4,The Lovers
"('Sea', '.')",0.0,The Lovers
"('.', 'All')",0.0,The Lovers
"('All', 'around')",0.0,The Lovers
"('around', 'the')",0.0,The Lovers
"('the', 'Mediterranean')",0.2222222222222222,The Lovers
"('Mediterranean', 'Sea')",0.2222222222222222,The Lovers
"('Sea', ',')",0.0,The Lovers
"(',', 'Asia')",0.0,The Lovers
"('Asia', 'Minor')",0.125,The Lovers
"('Minor', ',')",0.0,The Lovers
"(',', 'northern')",0.0,The Lovers
"('northern', 'India')",0.1,The Lovers
"('and', 'Tibet')",0.0,The Lovers
"('Tibet', ',')",0.0,The Lovers
"(',', 'Hebrew')",0.0,The Lovers
"('Hebrew', 'was')",0.14285714285714285,The Lovers
"('the', 'native')",0.2857142857142857,The Lovers
"('native', 'tongue')",0.3333333333333333,The Lovers
"('tongue', '.')",0.0,The Lovers
"('In', 'southern')",0.1111111111111111,The Lovers
"('southern', 'Europe')",0.4,The Lovers
"('Europe', ',')",0.0,The Lovers
"(',', 'between')",0.0,The Lovers
"('between', 'the')",0.3333333333333333,The Lovers
"('the', 'Israeli')",0.1111111111111111,The Lovers
"('Israeli', 'Republics')",0.3333333333333333,The Lovers
"('Republics', 'and')",0.0,The Lovers
"('the', 'Icelandic-speaking')",0.06666666666666667,The Lovers
"('Icelandic-speaking', 'peoples')",0.2857142857142857,The Lovers
"('peoples', 'of')",0.16666666666666666,The Lovers
"('of', 'northern')",0.14285714285714285,The Lovers
"('northern', 'Europe')",0.3333333333333333,The Lovers
"(',', 'was')",0.0,The Lovers
"('a', 'thin')",0.0,The Lovers
"('thin', 'but')",0.16666666666666666,The Lovers
"('but', 'long')",0.0,The Lovers
"('long', 'stretch')",0.0,The Lovers
"('stretch', 'of')",0.0,The Lovers
"('of', 'territory')",0.14285714285714285,The Lovers
"('territory', 'called')",0.1,The Lovers
"('called', 'March')",0.25,The Lovers
"('March', '.')",0.0,The Lovers
"('.', 'This')",0.0,The Lovers
"('This', 'was')",0.16666666666666666,The Lovers
"('was', 'no')",0.0,The Lovers
"('no', ""man's"")",0.16666666666666666,The Lovers
"(""man's"", 'land')",0.2857142857142857,The Lovers
"('land', ',')",0.0,The Lovers
"(',', 'disputed')",0.0,The Lovers
"('disputed', 'by')",0.0,The Lovers
"('by', 'the')",0.0,The Lovers
"('Union', 'and')",0.16666666666666666,The Lovers
"('Israeli', 'Republic')",0.25,The Lovers
"('Republic', ',')",0.0,The Lovers
"('a', 'potential')",0.125,The Lovers
"('potential', 'source')",0.16666666666666666,The Lovers
"('source', 'of')",0.14285714285714285,The Lovers
"('of', 'war')",0.0,The Lovers
"('war', 'for')",0.2,The Lovers
"('the', 'last')",0.16666666666666666,The Lovers
"('last', 'two')",0.16666666666666666,The Lovers
"('two', 'hundred')",0.0,The Lovers
"('.', 'Neither')",0.0,The Lovers
"('Neither', 'nation')",0.2222222222222222,The Lovers
"('nation', 'would')",0.1111111111111111,The Lovers
"('would', 'give')",0.0,The Lovers
"('give', 'up')",0.0,The Lovers
"('up', 'their')",0.0,The Lovers
"('their', 'claim')",0.1111111111111111,The Lovers
"('claim', 'on')",0.0,The Lovers
"('on', 'it')",0.0,The Lovers
"('it', ',')",0.0,The Lovers
"(',', 'yet')",0.0,The Lovers
"('yet', 'neither')",0.2857142857142857,The Lovers
"('neither', 'wished')",0.3333333333333333,The Lovers
"('wished', 'to')",0.0,The Lovers
"('make', 'any')",0.16666666666666666,The Lovers
"('any', 'move')",0.0,The Lovers
"('move', 'that')",0.0,The Lovers
"('that', 'might')",0.3333333333333333,The Lovers
"('might', 'lead')",0.0,The Lovers
"('lead', 'to')",0.0,The Lovers
"('to', 'a')",0.0,The Lovers
"('a', 'second')",0.0,The Lovers
"('second', 'Apocalyptic')",0.15384615384615385,The Lovers
"('Apocalyptic', 'War')",0.09090909090909091,The Lovers
"('War', '.')",0.0,The Lovers
"('for', 'all')",0.0,The Lovers
"('all', 'practical')",0.2857142857142857,The Lovers
"('practical', 'purposes')",0.18181818181818182,The Lovers
"('purposes', ',')",0.0,The Lovers
"(',', 'it')",0.0,The Lovers
"('was', 'an')",0.25,The Lovers
"('an', 'independent')",0.14285714285714285,The Lovers
"('independent', 'nation')",0.375,The Lovers
"('nation', 'and')",0.3333333333333333,The Lovers
"('and', 'by')",0.0,The Lovers
"('by', 'now')",0.0,The Lovers
"('now', 'had')",0.0,The Lovers
"('had', 'its')",0.0,The Lovers
"('its', 'own')",0.0,The Lovers
"('own', 'organized')",0.2,The Lovers
"('organized', 'government')",0.4166666666666667,The Lovers
"('government', '(')",0.0,The Lovers
"('(', 'unrecognized')",0.0,The Lovers
"('unrecognized', 'outside')",0.4166666666666667,The Lovers
"('outside', 'its')",0.42857142857142855,The Lovers
"('own', 'borders')",0.125,The Lovers
"('borders', ')')",0.0,The Lovers
"(')', '.')",0.0,The Lovers
"('.', 'Its')",0.0,The Lovers
"('Its', 'citizens')",0.25,The Lovers
"('citizens', 'spoke')",0.2,The Lovers
"('spoke', 'all')",0.0,The Lovers
"('the', ""world's"")",0.0,The Lovers
"(""world's"", 'surviving')",0.16666666666666666,The Lovers
"('surviving', 'tongues')",0.4,The Lovers
"('tongues', ',')",0.0,The Lovers
"(',', 'plus')",0.0,The Lovers
"('plus', 'a')",0.0,The Lovers
"('a', 'new')",0.0,The Lovers
"('new', 'one')",0.5,The Lovers
"('one', 'called')",0.14285714285714285,The Lovers
"('called', 'Lingo')",0.0,The Lovers
"('Lingo', ',')",0.0,The Lovers
"('a', 'pidgin')",0.0,The Lovers
"('pidgin', 'whose')",0.0,The Lovers
"('whose', 'vocabulary')",0.07692307692307693,The Lovers
"('vocabulary', 'was')",0.09090909090909091,The Lovers
"('was', 'derived')",0.0,The Lovers
"('derived', 'from')",0.125,The Lovers
"('the', 'other')",0.6,The Lovers
"('other', 'six')",0.0,The Lovers
"('six', 'and')",0.0,The Lovers
"('and', 'whose')",0.0,The Lovers
"('whose', 'syntax')",0.1,The Lovers
"('syntax', 'was')",0.2857142857142857,The Lovers
"('was', 'so')",0.25,The Lovers
"('so', 'simple')",0.14285714285714285,The Lovers
"('simple', 'it')",0.14285714285714285,The Lovers
"('it', 'could')",0.0,The Lovers
"('could', 'be')",0.0,The Lovers
"('be', 'contained')",0.1111111111111111,The Lovers
"('contained', 'on')",0.25,The Lovers
"('on', 'half')",0.0,The Lovers
"('half', 'a')",0.25,The Lovers
"('a', 'sheet')",0.0,The Lovers
"('sheet', 'of')",0.0,The Lovers
"('of', 'paper')",0.0,The Lovers
"('paper', '.')",0.0,The Lovers
"('Hal', 'saw')",0.2,The Lovers
"('saw', 'in')",0.0,The Lovers
"('his', 'mind')",0.16666666666666666,The Lovers
"('mind', 'the')",0.0,The Lovers
"('the', 'rest')",0.4,The Lovers
"('rest', 'of')",0.0,The Lovers
"('Earth', ':')",0.0,The Lovers
"(':', 'Iceland')",0.0,The Lovers
"('Iceland', ',')",0.0,The Lovers
"(',', 'Greenland')",0.0,The Lovers
"('Greenland', ',')",0.0,The Lovers
"('the', 'Caribbean')",0.1111111111111111,The Lovers
"('Caribbean', 'Islands')",0.18181818181818182,The Lovers
"('the', 'eastern')",0.2857142857142857,The Lovers
"('eastern', 'half')",0.1111111111111111,The Lovers
"('half', 'of')",0.2,The Lovers
"('of', 'South')",0.16666666666666666,The Lovers
"('South', 'America')",0.0,The Lovers
"('America', '.')",0.0,The Lovers
"('.', 'Here')",0.0,The Lovers
"('Here', 'the')",0.2,The Lovers
"('the', 'peoples')",0.14285714285714285,The Lovers
"('peoples', 'spoke')",0.6666666666666666,The Lovers
"('spoke', 'the')",0.14285714285714285,The Lovers
"('the', 'tongue')",0.2857142857142857,The Lovers
"('tongue', 'of')",0.14285714285714285,The Lovers
"('of', 'Iceland')",0.0,The Lovers
"('Iceland', 'because')",0.3,The Lovers
"('because', 'that')",0.125,The Lovers
"('that', 'island')",0.125,The Lovers
"('island', 'had')",0.2857142857142857,The Lovers
"('had', 'gotten')",0.0,The Lovers
"('gotten', 'the')",0.3333333333333333,The Lovers
"('the', 'jump')",0.0,The Lovers
"('jump', 'on')",0.0,The Lovers
"('on', 'the')",0.0,The Lovers
"('the', 'Hawaiian-Americans')",0.07142857142857142,The Lovers
"('Hawaiian-Americans', 'who')",0.07142857142857142,The Lovers
"('who', 'were')",0.2,The Lovers
"('were', 'busy')",0.0,The Lovers
"('busy', 'resettling')",0.09090909090909091,The Lovers
"('resettling', 'North')",0.18181818181818182,The Lovers
"('North', 'America')",0.09090909090909091,The Lovers
"('America', 'and')",0.1111111111111111,The Lovers
"('the', 'western')",0.2857142857142857,The Lovers
"('western', 'half')",0.0,The Lovers
"('America', 'after')",0.3333333333333333,The Lovers
"('the', 'Apocalyptic')",0.09090909090909091,The Lovers
"('Then', 'there')",0.3333333333333333,The Lovers
"('there', 'was')",0.0,The Lovers
"('was', 'North')",0.0,The Lovers
"('America', ',')",0.0,The Lovers
"(',', 'where')",0.0,The Lovers
"('where', 'American')",0.2,The Lovers
"('American', 'was')",0.1,The Lovers
"('native', 'speech')",0.1,The Lovers
"('speech', 'of')",0.0,The Lovers
"('of', 'all')",0.0,The Lovers
"('all', 'except')",0.0,The Lovers
"('except', 'the')",0.3333333333333333,The Lovers
"('the', 'twenty')",0.3333333333333333,The Lovers
"('twenty', 'descendants')",0.3333333333333333,The Lovers
"('descendants', 'of')",0.0,The Lovers
"('of', 'French-Canadians')",0.0,The Lovers
"('French-Canadians', 'living')",0.13333333333333333,The Lovers
"('living', 'on')",0.16666666666666666,The Lovers
"('the', 'Hudson')",0.0,The Lovers
"('Hudson', 'Bay')",0.0,The Lovers
"('Bay', 'Preserve')",0.0,The Lovers
"('Preserve', '.')",0.0,The Lovers
"('Hal', 'knew')",0.0,The Lovers
"('that', 'when')",0.16666666666666666,The Lovers
"('when', 'that')",0.16666666666666666,The Lovers
"('that', 'side')",0.0,The Lovers
"('side', 'of')",0.0,The Lovers
"('Earth', 'rotated')",0.375,The Lovers
"('rotated', 'into')",0.25,The Lovers
"('into', 'the')",0.16666666666666666,The Lovers
"('the', 'night')",0.3333333333333333,The Lovers
"('night', 'zone')",0.125,The Lovers
"('zone', ',')",0.0,The Lovers
"('Sigmen', 'City')",0.1111111111111111,The Lovers
"('City', 'would')",0.0,The Lovers
"('would', 'blaze')",0.1111111111111111,The Lovers
"('blaze', 'out')",0.0,The Lovers
"('out', 'into')",0.4,The Lovers
"('into', 'space')",0.0,The Lovers
"('space', '.')",0.0,The Lovers
"(',', 'somewhere')",0.0,The Lovers
"('somewhere', 'in')",0.0,The Lovers
"('in', 'that')",0.0,The Lovers
"('that', 'enormous')",0.0,The Lovers
"('enormous', 'light')",0.0,The Lovers
"('light', ',')",0.0,The Lovers
"('was', 'his')",0.2,The Lovers
"('his', 'apartment')",0.0,The Lovers
"('apartment', '.')",0.0,The Lovers
"('But', 'Mary')",0.0,The Lovers
"('Mary', 'would')",0.0,The Lovers
"('would', 'soon')",0.14285714285714285,The Lovers
"('soon', 'no')",0.6666666666666666,The Lovers
"('no', 'longer')",0.3333333333333333,The Lovers
"('longer', 'be')",0.14285714285714285,The Lovers
"('be', 'living')",0.0,The Lovers
"('living', 'there')",0.0,The Lovers
"('there', ',')",0.0,The Lovers
"('for', 'she')",0.0,The Lovers
"('she', 'would')",0.0,The Lovers
"('be', 'notified')",0.125,The Lovers
"('notified', 'in')",0.2857142857142857,The Lovers
"('in', 'a')",0.0,The Lovers
"('a', 'few')",0.0,The Lovers
"('few', 'days')",0.0,The Lovers
"('days', 'that')",0.16666666666666666,The Lovers
"('that', 'her')",0.2,The Lovers
"('her', 'husband')",0.1111111111111111,The Lovers
"('husband', 'had')",0.42857142857142855,The Lovers
"('had', 'died')",0.2,The Lovers
"('died', 'in')",0.25,The Lovers
"('in', 'an')",0.3333333333333333,The Lovers
"('an', 'accident')",0.2857142857142857,The Lovers
"('accident', 'while')",0.2,The Lovers
"('while', 'on')",0.0,The Lovers
"('on', 'a')",0.0,The Lovers
"('a', 'flight')",0.0,The Lovers
"('flight', 'to')",0.14285714285714285,The Lovers
"('to', 'Tahiti')",0.16666666666666666,The Lovers
"('Tahiti', '.')",0.0,The Lovers
"('.', 'She')",0.0,The Lovers
"('She', 'would')",0.0,The Lovers
"('would', 'weep')",0.14285714285714285,The Lovers
"('weep', 'in')",0.0,The Lovers
"('in', 'private')",0.125,The Lovers
"('private', ',')",0.0,The Lovers
"('he', 'was')",0.0,The Lovers
"('was', 'sure')",0.16666666666666666,The Lovers
"('sure', ',')",0.0,The Lovers
"('she', 'loved')",0.14285714285714285,The Lovers
"('loved', 'him')",0.0,The Lovers
"('him', 'in')",0.25,The Lovers
"('in', 'her')",0.0,The Lovers
"('her', 'frigid')",0.14285714285714285,The Lovers
"('frigid', 'way')",0.0,The Lovers
"('way', ',')",0.0,The Lovers
"('though', 'in')",0.0,The Lovers
"('in', 'public')",0.14285714285714285,The Lovers
"('public', 'she')",0.0,The Lovers
"('be', 'dry-eyed')",0.16666666666666666,The Lovers
"('dry-eyed', '.')",0.0,The Lovers
"('.', 'Her')",0.0,The Lovers
"('Her', 'friends')",0.25,The Lovers
"('friends', 'and')",0.25,The Lovers
"('and', 'professional')",0.18181818181818182,The Lovers
"('professional', 'associates')",0.4166666666666667,The Lovers
"('associates', 'would')",0.09090909090909091,The Lovers
"('would', 'sympathize')",0.0,The Lovers
"('sympathize', 'with')",0.2727272727272727,The Lovers
"('with', 'her')",0.16666666666666666,The Lovers
"('her', ',')",0.0,The Lovers
"('not', 'because')",0.0,The Lovers
"('because', 'she')",0.2857142857142857,The Lovers
"('she', 'had')",0.2,The Lovers
"('had', 'lost')",0.0,The Lovers
"('lost', 'a')",0.0,The Lovers
"('a', 'beloved')",0.0,The Lovers
"('beloved', 'husband')",0.18181818181818182,The Lovers
"('husband', ',')",0.0,The Lovers
"('but', 'because')",0.2857142857142857,The Lovers
"('had', 'been')",0.0,The Lovers
"('been', 'married')",0.125,The Lovers
"('married', 'to')",0.0,The Lovers
"('man', 'who')",0.0,The Lovers
"('who', 'thought')",0.3333333333333333,The Lovers
"('thought', 'unrealistically')",0.14285714285714285,The Lovers
"('unrealistically', '.')",0.0,The Lovers
"('If', 'Hal')",0.0,The Lovers
"('Yarrow', 'had')",0.14285714285714285,The Lovers
"('been', 'killed')",0.14285714285714285,The Lovers
"('killed', 'in')",0.16666666666666666,The Lovers
"('a', 'crash')",0.2,The Lovers
"('crash', ',')",0.0,The Lovers
"('he', 'must')",0.0,The Lovers
"('must', 'have')",0.0,The Lovers
"('have', 'wanted')",0.25,The Lovers
"('wanted', 'it')",0.14285714285714285,The Lovers
"('way', '.')",0.0,The Lovers
"('.', 'There')",0.0,The Lovers
"('There', 'was')",0.0,The Lovers
"('no', 'such')",0.0,The Lovers
"('such', 'thing')",0.125,The Lovers
"('thing', 'as')",0.0,The Lovers
"('as', 'an')",0.3333333333333333,The Lovers
"('an', '``')",0.0,The Lovers
"('``', 'accident')",0.0,The Lovers
"('accident', ""''"")",0.0,The Lovers
"('.', 'Somehow')",0.0,The Lovers
"('Somehow', ',')",0.0,The Lovers
"('all', 'the')",0.0,The Lovers
"('other', 'passengers')",0.2,The Lovers
"('passengers', '(')",0.0,The Lovers
"('(', 'also')",0.0,The Lovers
"('also', 'supposed')",0.25,The Lovers
"('supposed', 'to')",0.14285714285714285,The Lovers
"('to', 'have')",0.0,The Lovers
"('have', 'died')",0.16666666666666666,The Lovers
"('this', 'web')",0.0,The Lovers
"('web', 'of')",0.0,The Lovers
"('of', 'elaborate')",0.125,The Lovers
"('elaborate', 'frauds')",0.18181818181818182,The Lovers
"('frauds', 'to')",0.0,The Lovers
"('to', 'cover')",0.16666666666666666,The Lovers
"('cover', 'up')",0.0,The Lovers
"('up', 'the')",0.0,The Lovers
"('the', 'disappearance')",0.09090909090909091,The Lovers
"('disappearance', 'of')",0.0,The Lovers
"('the', 'personnel')",0.1111111111111111,The Lovers
"('personnel', 'of')",0.125,The Lovers
"('Gabriel', ')')",0.0,The Lovers
"(')', 'had')",0.0,The Lovers
"('had', 'simultaneously')",0.07692307692307693,The Lovers
"('simultaneously', '``')",0.0,The Lovers
"('``', 'agreed')",0.0,The Lovers
"('agreed', ""''"")",0.0,The Lovers
"(""''"", 'to')",0.0,The Lovers
"('to', 'die')",0.0,The Lovers
"('die', '.')",0.0,The Lovers
"(',', 'therefore')",0.0,The Lovers
"('therefore', ',')",0.0,The Lovers
"(',', 'being')",0.0,The Lovers
"('being', 'in')",0.4,The Lovers
"('in', 'disgrace')",0.1111111111111111,The Lovers
"('disgrace', ',')",0.0,The Lovers
"('they', 'would')",0.0,The Lovers
"('would', 'not')",0.14285714285714285,The Lovers
"('be', 'cremated')",0.125,The Lovers
"('cremated', 'and')",0.25,The Lovers
"('and', 'their')",0.0,The Lovers
"('their', 'ashes')",0.2857142857142857,The Lovers
"('ashes', 'flung')",0.0,The Lovers
"('flung', 'to')",0.0,The Lovers
"('to', 'the')",0.25,The Lovers
"('the', 'winds')",0.0,The Lovers
"('winds', 'in')",0.4,The Lovers
"('public', 'ceremony')",0.08333333333333333,The Lovers
"('ceremony', '.')",0.0,The Lovers
"('the', 'fish')",0.16666666666666666,The Lovers
"('fish', 'could')",0.0,The Lovers
"('could', 'eat')",0.0,The Lovers
"('eat', 'their')",0.3333333333333333,The Lovers
"('their', 'bodies')",0.2222222222222222,The Lovers
"('bodies', 'for')",0.125,The Lovers
"('the', 'Sturch')",0.2857142857142857,The Lovers
"('Sturch', 'cared')",0.2222222222222222,The Lovers
"('cared', '.')",0.0,The Lovers
"('Hal', 'felt')",0.16666666666666666,The Lovers
"('felt', 'sorry')",0.0,The Lovers
"('sorry', 'for')",0.4,The Lovers
"('for', 'Mary')",0.16666666666666666,The Lovers
"('Mary', ';')",0.0,The Lovers
"(';', 'he')",0.0,The Lovers
"('had', 'a')",0.3333333333333333,The Lovers
"('a', 'time')",0.0,The Lovers
"('time', 'keeping')",0.25,The Lovers
"('keeping', 'the')",0.125,The Lovers
"('the', 'tears')",0.3333333333333333,The Lovers
"('tears', 'from')",0.125,The Lovers
"('from', 'welling')",0.0,The Lovers
"('welling', 'to')",0.0,The Lovers
"('to', 'his')",0.0,The Lovers
"('his', 'own')",0.0,The Lovers
"('own', 'eyes')",0.0,The Lovers
"('eyes', 'as')",0.25,The Lovers
"('as', 'he')",0.0,The Lovers
"('he', 'stood')",0.0,The Lovers
"('the', 'crowd')",0.0,The Lovers
"('crowd', 'in')",0.0,The Lovers
"('dome', '.')",0.0,The Lovers
"('.', 'Yet')",0.0,The Lovers
"('Yet', ',')",0.0,The Lovers
"('he', 'told')",0.0,The Lovers
"('told', 'himself')",0.1,The Lovers
"('himself', ',')",0.0,The Lovers
"(',', 'this')",0.0,The Lovers
"('the', 'best')",0.4,The Lovers
"('best', 'way')",0.0,The Lovers
"('He', 'and')",0.0,The Lovers
"('and', 'Mary')",0.16666666666666666,The Lovers
"('would', 'no')",0.16666666666666666,The Lovers
"('longer', 'have')",0.1111111111111111,The Lovers
"('have', 'to')",0.0,The Lovers
"('to', 'tear')",0.2,The Lovers
"('tear', 'and')",0.16666666666666666,The Lovers
"('and', 'rend')",0.4,The Lovers
"('rend', 'at')",0.0,The Lovers
"('at', 'each')",0.2,The Lovers
"('each', 'other')",0.2857142857142857,The Lovers
"('other', ';')",0.0,The Lovers
"(';', 'their')",0.0,The Lovers
"('their', 'mutual')",0.1111111111111111,The Lovers
"('mutual', 'torture')",0.25,The Lovers
"('torture', 'would')",0.25,The Lovers
"('be', 'over')",0.2,The Lovers
"('over', '.')",0.0,The Lovers
"('.', 'Mary')",0.0,The Lovers
"('Mary', 'was')",0.16666666666666666,The Lovers
"('was', 'free')",0.0,The Lovers
"('free', 'to')",0.0,The Lovers
"('to', 'marry')",0.0,The Lovers
"('marry', 'again')",0.14285714285714285,The Lovers
"('not', 'knowing')",0.2857142857142857,The Lovers
"('knowing', 'that')",0.0,The Lovers
"('Sturch', 'had')",0.125,The Lovers
"('had', 'secretly')",0.0,The Lovers
"('secretly', 'given')",0.09090909090909091,The Lovers
"('given', 'her')",0.14285714285714285,The Lovers
"('her', 'a')",0.0,The Lovers
"('divorce', ',')",0.0,The Lovers
"(',', 'thinking')",0.0,The Lovers
"('thinking', 'that')",0.2857142857142857,The Lovers
"('that', 'death')",0.6,The Lovers
"('death', 'had')",0.6,The Lovers
"('had', 'dissolved')",0.1111111111111111,The Lovers
"('dissolved', 'her')",0.1111111111111111,The Lovers
"('her', 'marriage')",0.2857142857142857,The Lovers
"('marriage', '.')",0.0,The Lovers
"('would', 'have')",0.0,The Lovers
"('have', 'a')",0.25,The Lovers
"('a', 'year')",0.25,The Lovers
"('year', 'in')",0.0,The Lovers
"('in', 'which')",0.2,The Lovers
"('which', 'to')",0.0,The Lovers
"('make', 'up')",0.0,The Lovers
"('up', 'her')",0.0,The Lovers
"('her', 'mind')",0.0,The Lovers
"('mind', ',')",0.0,The Lovers
"(',', 'to')",0.0,The Lovers
"('to', 'choose')",0.16666666666666666,The Lovers
"('choose', 'a')",0.0,The Lovers
"('a', 'mate')",0.25,The Lovers
"('mate', 'from')",0.14285714285714285,The Lovers
"('from', 'a')",0.0,The Lovers
"('a', 'list')",0.0,The Lovers
"('list', 'selected')",0.42857142857142855,The Lovers
"('selected', 'by')",0.0,The Lovers
"('by', 'her')",0.0,The Lovers
