w,taza
"('Louis', ""Bromfield's"")",0.23076923076923078,North Country School Cares for the Whole Child
"(""Bromfield's"", 'writings')",0.2,North Country School Cares for the Whole Child
"('writings', 'excited')",0.18181818181818182,North Country School Cares for the Whole Child
"('excited', 'me')",0.14285714285714285,North Country School Cares for the Whole Child
"('me', 'as')",0.0,North Country School Cares for the Whole Child
"('as', 'a')",0.5,North Country School Cares for the Whole Child
"('a', 'conservationist')",0.1,North Country School Cares for the Whole Child
"('conservationist', ""''"")",0.0,North Country School Cares for the Whole Child
"(""''"", '.')",0.0,North Country School Cares for the Whole Child
"('.', 'By')",0.0,North Country School Cares for the Whole Child
"('By', '1952')",0.0,North Country School Cares for the Whole Child
"('1952', 'he')",0.0,North Country School Cares for the Whole Child
"('he', 'was')",0.0,North Country School Cares for the Whole Child
"('was', 'convinced')",0.0,North Country School Cares for the Whole Child
"('convinced', 'he')",0.125,North Country School Cares for the Whole Child
"('he', 'would')",0.0,North Country School Cares for the Whole Child
"('would', 'no')",0.16666666666666666,North Country School Cares for the Whole Child
"('no', 'longer')",0.3333333333333333,North Country School Cares for the Whole Child
"('longer', 'spray')",0.1,North Country School Cares for the Whole Child
"('spray', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'He')",0.0,North Country School Cares for the Whole Child
"('He', 'locked')",0.14285714285714285,North Country School Cares for the Whole Child
"('locked', 'his')",0.0,North Country School Cares for the Whole Child
"('his', 'equipment')",0.1,North Country School Cares for the Whole Child
"('equipment', 'in')",0.25,North Country School Cares for the Whole Child
"('a', 'cabinet')",0.14285714285714285,North Country School Cares for the Whole Child
"('cabinet', 'where')",0.1,North Country School Cares for the Whole Child
"('where', 'it')",0.0,North Country School Cares for the Whole Child
"('it', 'still')",0.5,North Country School Cares for the Whole Child
"('still', 'remains')",0.2222222222222222,North Country School Cares for the Whole Child
"('remains', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'After')",0.0,North Country School Cares for the Whole Child
"('After', 'reading')",0.2,North Country School Cares for the Whole Child
"('``', ""Plowman's"")",0.0,North Country School Cares for the Whole Child
"(""Plowman's"", 'Folly')",0.18181818181818182,North Country School Cares for the Whole Child
"('Folly', ""''"")",0.0,North Country School Cares for the Whole Child
"(""''"", 'by')",0.0,North Country School Cares for the Whole Child
"('by', 'Edward')",0.0,North Country School Cares for the Whole Child
"('Edward', 'H.')",0.0,North Country School Cares for the Whole Child
"('H.', 'Faulkner')",0.0,North Country School Cares for the Whole Child
"('Faulkner', ',')",0.0,North Country School Cares for the Whole Child
"('he', 'stopped')",0.14285714285714285,North Country School Cares for the Whole Child
"('stopped', 'plowing')",0.18181818181818182,North Country School Cares for the Whole Child
"('plowing', '.')",0.0,North Country School Cares for the Whole Child
"('The', 'basis')",0.0,North Country School Cares for the Whole Child
"('basis', 'for')",0.0,North Country School Cares for the Whole Child
"('for', 'compost')",0.125,North Country School Cares for the Whole Child
"('compost', 'materials')",0.2727272727272727,North Country School Cares for the Whole Child
"('materials', 'already')",0.4,North Country School Cares for the Whole Child
"('already', 'existed')",0.2,North Country School Cares for the Whole Child
"('existed', 'on')",0.0,North Country School Cares for the Whole Child
"('on', 'the')",0.0,North Country School Cares for the Whole Child
"('school', 'farm')",0.0,North Country School Cares for the Whole Child
"('farm', 'with')",0.0,North Country School Cares for the Whole Child
"('with', 'a')",0.0,North Country School Cares for the Whole Child
"('a', 'stable')",0.16666666666666666,North Country School Cares for the Whole Child
"('stable', 'of')",0.0,North Country School Cares for the Whole Child
"('of', 'animals')",0.0,North Country School Cares for the Whole Child
"('animals', 'for')",0.0,North Country School Cares for the Whole Child
"('the', 'riding')",0.0,North Country School Cares for the Whole Child
"('riding', 'program')",0.2222222222222222,North Country School Cares for the Whole Child
"('program', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'poultry')",0.0,North Country School Cares for the Whole Child
"('poultry', 'for')",0.25,North Country School Cares for the Whole Child
"('for', 'eggs')",0.0,North Country School Cares for the Whole Child
"('eggs', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'pigs')",0.0,North Country School Cares for the Whole Child
"('pigs', 'to')",0.0,North Country School Cares for the Whole Child
"('to', 'eat')",0.25,North Country School Cares for the Whole Child
"('eat', 'garbage')",0.3333333333333333,North Country School Cares for the Whole Child
"('garbage', ',')",0.0,North Country School Cares for the Whole Child
"('a', 'beef')",0.0,North Country School Cares for the Whole Child
"('beef', 'herd')",0.16666666666666666,North Country School Cares for the Whole Child
"('herd', 'and')",0.16666666666666666,North Country School Cares for the Whole Child
"('and', 'wastes')",0.14285714285714285,North Country School Cares for the Whole Child
"('wastes', 'of')",0.0,North Country School Cares for the Whole Child
"('of', 'all')",0.0,North Country School Cares for the Whole Child
"('all', 'kinds')",0.0,North Country School Cares for the Whole Child
"('kinds', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'Separate')",0.0,North Country School Cares for the Whole Child
"('Separate', 'pails')",0.2222222222222222,North Country School Cares for the Whole Child
"('pails', 'were')",0.0,North Country School Cares for the Whole Child
"('were', 'kept')",0.16666666666666666,North Country School Cares for the Whole Child
"('kept', 'in')",0.0,North Country School Cares for the Whole Child
"('the', 'kitchen')",0.42857142857142855,North Country School Cares for the Whole Child
"('kitchen', 'for')",0.0,North Country School Cares for the Whole Child
"('for', 'coffee')",0.4,North Country School Cares for the Whole Child
"('coffee', 'grounds')",0.1,North Country School Cares for the Whole Child
"('grounds', 'and')",0.25,North Country School Cares for the Whole Child
"('and', 'egg')",0.0,North Country School Cares for the Whole Child
"('egg', 'shells')",0.2,North Country School Cares for the Whole Child
"('shells', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'All')",0.0,North Country School Cares for the Whole Child
"('All', 'these')",0.0,North Country School Cares for the Whole Child
"('these', 'materials')",0.3333333333333333,North Country School Cares for the Whole Child
"('materials', 'and')",0.1,North Country School Cares for the Whole Child
"('and', 'supplementary')",0.16666666666666666,North Country School Cares for the Whole Child
"('supplementary', 'manure')",0.5454545454545454,North Country School Cares for the Whole Child
"('manure', 'and')",0.2857142857142857,North Country School Cares for the Whole Child
"('and', 'other')",0.0,North Country School Cares for the Whole Child
"('other', 'fertilizers')",0.3,North Country School Cares for the Whole Child
"('fertilizers', 'from')",0.2,North Country School Cares for the Whole Child
"('from', 'neighboring')",0.2,North Country School Cares for the Whole Child
"('neighboring', 'dairy')",0.18181818181818182,North Country School Cares for the Whole Child
"('dairy', 'and')",0.3333333333333333,North Country School Cares for the Whole Child
"('and', 'poultry')",0.0,North Country School Cares for the Whole Child
"('poultry', 'farms')",0.09090909090909091,North Country School Cares for the Whole Child
"('farms', 'made')",0.2857142857142857,North Country School Cares for the Whole Child
"('made', 'over')",0.14285714285714285,North Country School Cares for the Whole Child
"('over', '40')",0.0,North Country School Cares for the Whole Child
"('40', 'tons')",0.0,North Country School Cares for the Whole Child
"('tons', 'of')",0.2,North Country School Cares for the Whole Child
"('of', 'finished')",0.125,North Country School Cares for the Whole Child
"('finished', 'compost')",0.08333333333333333,North Country School Cares for the Whole Child
"('compost', 'a')",0.0,North Country School Cares for the Whole Child
"('a', 'year')",0.25,North Country School Cares for the Whole Child
"('year', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'It')",0.0,North Country School Cares for the Whole Child
"('It', 'was')",0.0,North Country School Cares for the Whole Child
"('was', 'applied')",0.125,North Country School Cares for the Whole Child
"('applied', 'with')",0.1111111111111111,North Country School Cares for the Whole Child
"('a', 'compost')",0.0,North Country School Cares for the Whole Child
"('compost', 'shredder')",0.1,North Country School Cares for the Whole Child
"('shredder', 'made')",0.2857142857142857,North Country School Cares for the Whole Child
"('made', 'from')",0.14285714285714285,North Country School Cares for the Whole Child
"('from', 'a')",0.0,North Country School Cares for the Whole Child
"('a', 'converted')",0.0,North Country School Cares for the Whole Child
"('converted', 'manure')",0.2727272727272727,North Country School Cares for the Whole Child
"('manure', 'spreader')",0.3333333333333333,North Country School Cares for the Whole Child
"('spreader', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'Years')",0.0,North Country School Cares for the Whole Child
"('Years', 'of')",0.0,North Country School Cares for the Whole Child
"('of', 'patient')",0.0,North Country School Cares for the Whole Child
"('patient', 'application')",0.5555555555555556,North Country School Cares for the Whole Child
"('of', 'compost')",0.14285714285714285,North Country School Cares for the Whole Child
"('compost', 'and')",0.0,North Country School Cares for the Whole Child
"('and', 'leaf')",0.16666666666666666,North Country School Cares for the Whole Child
"('leaf', 'mulching')",0.09090909090909091,North Country School Cares for the Whole Child
"('mulching', 'has')",0.1,North Country School Cares for the Whole Child
"('has', 'changed')",0.25,North Country School Cares for the Whole Child
"('changed', 'the')",0.25,North Country School Cares for the Whole Child
"('the', 'structure')",0.2857142857142857,North Country School Cares for the Whole Child
"('structure', 'of')",0.0,North Country School Cares for the Whole Child
"('soil', 'and')",0.0,North Country School Cares for the Whole Child
"('and', 'its')",0.0,North Country School Cares for the Whole Child
"('its', 'water-holding')",0.14285714285714285,North Country School Cares for the Whole Child
"('water-holding', 'capacity')",0.1875,North Country School Cares for the Whole Child
"('capacity', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'Soon')",0.0,North Country School Cares for the Whole Child
"('Soon', 'after')",0.0,North Country School Cares for the Whole Child
"('after', 'the')",0.3333333333333333,North Country School Cares for the Whole Child
"('the', 'method')",0.5,North Country School Cares for the Whole Child
"('method', 'changed')",0.3,North Country School Cares for the Whole Child
"('changed', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'visitors')",0.0,North Country School Cares for the Whole Child
"('visitors', 'began')",0.0,North Country School Cares for the Whole Child
"('began', 'asking')",0.375,North Country School Cares for the Whole Child
"('asking', 'how')",0.0,North Country School Cares for the Whole Child
"('how', 'he')",0.25,North Country School Cares for the Whole Child
"('he', 'managed')",0.14285714285714285,North Country School Cares for the Whole Child
"('managed', 'to')",0.0,North Country School Cares for the Whole Child
"('to', 'irrigate')",0.14285714285714285,North Country School Cares for the Whole Child
"('irrigate', 'his')",0.125,North Country School Cares for the Whole Child
"('his', 'soil')",0.4,North Country School Cares for the Whole Child
"('soil', 'to')",0.2,North Country School Cares for the Whole Child
"('keep', 'it')",0.0,North Country School Cares for the Whole Child
"('it', 'looking')",0.14285714285714285,North Country School Cares for the Whole Child
"('looking', 'moist')",0.2222222222222222,North Country School Cares for the Whole Child
"('moist', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'when')",0.0,North Country School Cares for the Whole Child
"('when', 'in')",0.2,North Country School Cares for the Whole Child
"('in', 'reality')",0.125,North Country School Cares for the Whole Child
"('reality', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'it')",0.0,North Country School Cares for the Whole Child
"('it', 'was')",0.0,North Country School Cares for the Whole Child
"('was', 'the')",0.0,North Country School Cares for the Whole Child
"('soil', 'treatment')",0.0,North Country School Cares for the Whole Child
"('treatment', 'alone')",0.375,North Country School Cares for the Whole Child
"('alone', 'that')",0.14285714285714285,North Country School Cares for the Whole Child
"('that', 'accomplished')",0.16666666666666666,North Country School Cares for the Whole Child
"('accomplished', 'this')",0.25,North Country School Cares for the Whole Child
"('this', '.')",0.0,North Country School Cares for the Whole Child
"('To', 'demonstrate')",0.1,North Country School Cares for the Whole Child
"('demonstrate', 'the')",0.2,North Country School Cares for the Whole Child
"('soil', 'of')",0.2,North Country School Cares for the Whole Child
"('of', 'his')",0.0,North Country School Cares for the Whole Child
"('his', 'vegetable')",0.0,North Country School Cares for the Whole Child
"('vegetable', 'gardens')",0.2727272727272727,North Country School Cares for the Whole Child
"('gardens', 'as')",0.2857142857142857,North Country School Cares for the Whole Child
"('as', 'it')",0.0,North Country School Cares for the Whole Child
"('is', 'today')",0.0,North Country School Cares for the Whole Child
"('today', ',')",0.0,North Country School Cares for the Whole Child
"('Clark', 'stooped')",0.0,North Country School Cares for the Whole Child
"('stooped', 'to')",0.3333333333333333,North Country School Cares for the Whole Child
"('to', 'scoop')",0.2,North Country School Cares for the Whole Child
"('scoop', 'up')",0.2,North Country School Cares for the Whole Child
"('up', 'a')",0.0,North Country School Cares for the Whole Child
"('a', 'handful')",0.14285714285714285,North Country School Cares for the Whole Child
"('handful', 'of')",0.125,North Country School Cares for the Whole Child
"('of', 'rich')",0.0,North Country School Cares for the Whole Child
"('rich', 'dark')",0.14285714285714285,North Country School Cares for the Whole Child
"('dark', 'earth')",0.2857142857142857,North Country School Cares for the Whole Child
"('earth', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'Sniffing')",0.0,North Country School Cares for the Whole Child
"('Sniffing', 'its')",0.14285714285714285,North Country School Cares for the Whole Child
"('its', 'sweet')",0.4,North Country School Cares for the Whole Child
"('sweet', 'smell')",0.3333333333333333,North Country School Cares for the Whole Child
"('smell', 'and')",0.0,North Country School Cares for the Whole Child
"('and', 'letting')",0.125,North Country School Cares for the Whole Child
"('letting', 'it')",0.3333333333333333,North Country School Cares for the Whole Child
"('it', 'fall')",0.0,North Country School Cares for the Whole Child
"('fall', 'to')",0.0,North Country School Cares for the Whole Child
"('to', 'show')",0.2,North Country School Cares for the Whole Child
"('show', 'its')",0.16666666666666666,North Country School Cares for the Whole Child
"('its', 'good')",0.0,North Country School Cares for the Whole Child
"('good', 'crumbly')",0.0,North Country School Cares for the Whole Child
"('crumbly', 'consistency')",0.15384615384615385,North Country School Cares for the Whole Child
"('consistency', ',')",0.0,North Country School Cares for the Whole Child
"('he', 'pointed')",0.125,North Country School Cares for the Whole Child
"('pointed', 'to')",0.2857142857142857,North Country School Cares for the Whole Child
"('the', 'nearby')",0.125,North Country School Cares for the Whole Child
"('nearby', 'driveway')",0.4,North Country School Cares for the Whole Child
"('driveway', 'and')",0.2222222222222222,North Country School Cares for the Whole Child
"('and', 'said')",0.4,North Country School Cares for the Whole Child
"('said', ',')",0.0,North Country School Cares for the Whole Child
"(',', '``')",0.0,North Country School Cares for the Whole Child
"('``', 'This')",0.0,North Country School Cares for the Whole Child
"('This', 'soil')",0.3333333333333333,North Country School Cares for the Whole Child
"('soil', 'used')",0.14285714285714285,North Country School Cares for the Whole Child
"('used', 'to')",0.0,North Country School Cares for the Whole Child
"('be', 'like')",0.2,North Country School Cares for the Whole Child
"('like', 'that')",0.0,North Country School Cares for the Whole Child
"('that', 'hard')",0.4,North Country School Cares for the Whole Child
"('hard', 'packed')",0.25,North Country School Cares for the Whole Child
"('packed', 'road')",0.25,North Country School Cares for the Whole Child
"('road', 'over')",0.3333333333333333,North Country School Cares for the Whole Child
"('over', 'there')",0.3333333333333333,North Country School Cares for the Whole Child
"('there', ""''"")",0.0,North Country School Cares for the Whole Child
"('``', 'People')",0.0,North Country School Cares for the Whole Child
"('People', 'and')",0.0,North Country School Cares for the Whole Child
"('and', 'soils')",0.0,North Country School Cares for the Whole Child
"('soils', 'respond')",0.2222222222222222,North Country School Cares for the Whole Child
"('respond', 'slowly')",0.2,North Country School Cares for the Whole Child
"('slowly', ""''"")",0.0,North Country School Cares for the Whole Child
"(',', 'says')",0.0,North Country School Cares for the Whole Child
"('says', 'Walter')",0.125,North Country School Cares for the Whole Child
"('Walter', 'Clark')",0.375,North Country School Cares for the Whole Child
"('``', 'but')",0.0,North Country School Cares for the Whole Child
"('but', 'the')",0.2,North Country School Cares for the Whole Child
"('the', 'time')",0.4,North Country School Cares for the Whole Child
"('time', 'has')",0.0,North Country School Cares for the Whole Child
"('has', 'now')",0.0,North Country School Cares for the Whole Child
"('now', 'come')",0.16666666666666666,North Country School Cares for the Whole Child
"('come', 'when')",0.14285714285714285,North Country School Cares for the Whole Child
"('when', 'the')",0.4,North Country School Cares for the Whole Child
"('the', 'gardens')",0.1111111111111111,North Country School Cares for the Whole Child
"('gardens', 'produce')",0.2727272727272727,North Country School Cares for the Whole Child
"('produce', 'delicious')",0.5,North Country School Cares for the Whole Child
"('delicious', 'long-keeping')",0.3076923076923077,North Country School Cares for the Whole Child
"('long-keeping', 'vegetables')",0.21428571428571427,North Country School Cares for the Whole Child
"('vegetables', 'due')",0.1,North Country School Cares for the Whole Child
"('due', 'to')",0.0,North Country School Cares for the Whole Child
"('to', 'this')",0.2,North Country School Cares for the Whole Child
"('this', 'enrichment')",0.3333333333333333,North Country School Cares for the Whole Child
"('enrichment', 'program')",0.16666666666666666,North Country School Cares for the Whole Child
"('program', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'No')",0.0,North Country School Cares for the Whole Child
"('No', 'chemical')",0.0,North Country School Cares for the Whole Child
"('and', 'poisonous')",0.125,North Country School Cares for the Whole Child
"('poisonous', 'insecticides')",0.3,North Country School Cares for the Whole Child
"('insecticides', 'and')",0.25,North Country School Cares for the Whole Child
"('and', 'fungicides')",0.2,North Country School Cares for the Whole Child
"('fungicides', 'are')",0.09090909090909091,North Country School Cares for the Whole Child
"('are', 'used')",0.16666666666666666,North Country School Cares for the Whole Child
"('used', ""''"")",0.0,North Country School Cares for the Whole Child
"('The', 'garden')",0.125,North Country School Cares for the Whole Child
"('garden', 'supplies')",0.09090909090909091,North Country School Cares for the Whole Child
"('supplies', 'enough')",0.2,North Country School Cares for the Whole Child
"('enough', 'carrots')",0.09090909090909091,North Country School Cares for the Whole Child
"('carrots', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'turnips')",0.0,North Country School Cares for the Whole Child
"('turnips', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'rutabagas')",0.0,North Country School Cares for the Whole Child
"('rutabagas', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'potatoes')",0.0,North Country School Cares for the Whole Child
"('potatoes', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'beets')",0.0,North Country School Cares for the Whole Child
"('beets', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'cabbage')",0.0,North Country School Cares for the Whole Child
"('cabbage', 'and')",0.14285714285714285,North Country School Cares for the Whole Child
"('and', 'squash')",0.14285714285714285,North Country School Cares for the Whole Child
"('squash', 'to')",0.0,North Country School Cares for the Whole Child
"('to', 'store')",0.4,North Country School Cares for the Whole Child
"('store', 'for')",0.3333333333333333,North Country School Cares for the Whole Child
"('for', 'winter')",0.125,North Country School Cares for the Whole Child
"('winter', 'meals')",0.1,North Country School Cares for the Whole Child
"('meals', 'in')",0.0,North Country School Cares for the Whole Child
"('the', 'root')",0.2,North Country School Cares for the Whole Child
"('root', 'cellar')",0.14285714285714285,North Country School Cares for the Whole Child
"('cellar', '.')",0.0,North Country School Cares for the Whole Child
"('The', 'carrots')",0.0,North Country School Cares for the Whole Child
"('carrots', 'sometimes')",0.3333333333333333,North Country School Cares for the Whole Child
"('sometimes', ""don't"")",0.2222222222222222,North Country School Cares for the Whole Child
"(""don't"", 'make')",0.0,North Country School Cares for the Whole Child
"('make', 'it')",0.0,North Country School Cares for the Whole Child
"('it', 'through')",0.14285714285714285,North Country School Cares for the Whole Child
"('through', 'the')",0.2857142857142857,North Country School Cares for the Whole Child
"('the', 'winter')",0.2857142857142857,North Country School Cares for the Whole Child
"('winter', ';')",0.0,North Country School Cares for the Whole Child
"(';', ';')",1.0,North Country School Cares for the Whole Child
"(';', 'the')",0.0,North Country School Cares for the Whole Child
"('the', 'cabbage')",0.14285714285714285,North Country School Cares for the Whole Child
"('squash', 'keep')",0.0,North Country School Cares for the Whole Child
"('keep', 'until')",0.0,North Country School Cares for the Whole Child
"('until', 'March')",0.0,North Country School Cares for the Whole Child
"('March', 'or')",0.16666666666666666,North Country School Cares for the Whole Child
"('or', 'April')",0.16666666666666666,North Country School Cares for the Whole Child
"('April', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'There')",0.0,North Country School Cares for the Whole Child
"('There', 'is')",0.0,North Country School Cares for the Whole Child
"('is', 'never')",0.0,North Country School Cares for the Whole Child
"('never', 'enough')",0.25,North Country School Cares for the Whole Child
"('enough', 'corn')",0.25,North Country School Cares for the Whole Child
"('corn', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'peas')",0.0,North Country School Cares for the Whole Child
"('peas', 'or')",0.0,North Country School Cares for the Whole Child
"('or', 'strawberries')",0.1111111111111111,North Country School Cares for the Whole Child
"('strawberries', '.')",0.0,North Country School Cares for the Whole Child
"('Clark', 'still')",0.125,North Country School Cares for the Whole Child
"('still', 'has')",0.16666666666666666,North Country School Cares for the Whole Child
"('has', 'to')",0.0,North Country School Cares for the Whole Child
"('to', 'use')",0.0,North Country School Cares for the Whole Child
"('use', 'rotenone')",0.14285714285714285,North Country School Cares for the Whole Child
"('rotenone', 'with')",0.125,North Country School Cares for the Whole Child
"('with', 'potatoes')",0.1111111111111111,North Country School Cares for the Whole Child
"('potatoes', 'grown')",0.1,North Country School Cares for the Whole Child
"('grown', 'on')",0.4,North Country School Cares for the Whole Child
"('the', 'least')",0.3333333333333333,North Country School Cares for the Whole Child
"('least', 'fertile')",0.375,North Country School Cares for the Whole Child
"('fertile', 'fields')",0.5,North Country School Cares for the Whole Child
"('fields', ',')",0.0,North Country School Cares for the Whole Child
"(',', 'but')",0.0,North Country School Cares for the Whole Child
"('but', 'he')",0.0,North Country School Cares for the Whole Child
"('he', 'has')",0.25,North Country School Cares for the Whole Child
"('has', 'watched')",0.25,North Country School Cares for the Whole Child
"('watched', 'the')",0.42857142857142855,North Country School Cares for the Whole Child
"('the', 'insect')",0.2857142857142857,North Country School Cares for the Whole Child
"('insect', 'damage')",0.1,North Country School Cares for the Whole Child
"('damage', 'decrease')",0.375,North Country School Cares for the Whole Child
"('decrease', 'steadily')",0.4,North Country School Cares for the Whole Child
"('steadily', 'and')",0.2222222222222222,North Country School Cares for the Whole Child
"('and', 'hopes')",0.0,North Country School Cares for the Whole Child
"('hopes', 'that')",0.14285714285714285,North Country School Cares for the Whole Child
"('that', 'continued')",0.1,North Country School Cares for the Whole Child
"('continued', 'use')",0.2222222222222222,North Country School Cares for the Whole Child
"('leaf', 'mulch')",0.125,North Country School Cares for the Whole Child
"('mulch', 'will')",0.14285714285714285,North Country School Cares for the Whole Child
"('will', 'allow')",0.4,North Country School Cares for the Whole Child
"('allow', 'him')",0.0,North Country School Cares for the Whole Child
"('him', 'to')",0.0,North Country School Cares for the Whole Child
"('to', 'do')",0.3333333333333333,North Country School Cares for the Whole Child
"('do', 'without')",0.14285714285714285,North Country School Cares for the Whole Child
"('without', 'it')",0.3333333333333333,North Country School Cares for the Whole Child
"('it', 'in')",0.3333333333333333,North Country School Cares for the Whole Child
"('the', 'future')",0.3333333333333333,North Country School Cares for the Whole Child
"('future', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'A')",0.0,North Country School Cares for the Whole Child
"('A', 'new')",0.0,North Country School Cares for the Whole Child
"('new', 'project')",0.1111111111111111,North Country School Cares for the Whole Child
"('project', 'planned')",0.18181818181818182,North Country School Cares for the Whole Child
"('planned', 'is')",0.0,North Country School Cares for the Whole Child
"('is', 'the')",0.0,North Country School Cares for the Whole Child
"('the', 'use')",0.2,North Country School Cares for the Whole Child
"('of', 'Bio-Dynamic')",0.09090909090909091,North Country School Cares for the Whole Child
"('Bio-Dynamic', 'Starter')",0.07142857142857142,North Country School Cares for the Whole Child
"('Starter', '.')",0.0,North Country School Cares for the Whole Child
"('.', 'New')",0.0,North Country School Cares for the Whole Child
"('New', 'ideas')",0.14285714285714285,North Country School Cares for the Whole Child
"('ideas', 'for')",0.0,North Country School Cares for the Whole Child
"('for', 'improving')",0.2222222222222222,North Country School Cares for the Whole Child
"('improving', 'nutrition')",0.4,North Country School Cares for the Whole Child
"('nutrition', 'came')",0.0,North Country School Cares for the Whole Child
"('came', 'with')",0.0,North Country School Cares for the Whole Child
"('the', 'study')",0.14285714285714285,North Country School Cares for the Whole Child
"('study', 'of')",0.0,North Country School Cares for the Whole Child
"('of', 'soil')",0.2,North Country School Cares for the Whole Child
"('treatment', '.')",0.0,North Country School Cares for the Whole Child
"('``', 'After')",0.0,North Country School Cares for the Whole Child
"('After', 'the')",0.3333333333333333,North Country School Cares for the Whole Child
"('soil', ',')",0.0,North Country School Cares for the Whole Child
"('kitchen', ""''"")",0.0,North Country School Cares for the Whole Child
"('says', 'Mr.')",0.0,North Country School Cares for the Whole Child
"('Clark', '.')",0.0,North Country School Cares for the Whole Child
"('The', 'first')",0.0,North Country School Cares for the Whole Child
"('first', 'major')",0.1111111111111111,North Country School Cares for the Whole Child
"('major', 'change')",0.1,North Country School Cares for the Whole Child
"('change', 'was')",0.125,North Country School Cares for the Whole Child
"('was', 'that')",0.2,North Country School Cares for the Whole Child
"('that', 'of')",0.0,North Country School Cares for the Whole Child
"('of', 'providing')",0.1111111111111111,North Country School Cares for the Whole Child
"('providing', 'wholewheat')",0.07142857142857142,North Country School Cares for the Whole Child
"('wholewheat', 'bread')",0.2,North Country School Cares for the Whole Child
"('bread', 'instead')",0.3333333333333333,North Country School Cares for the Whole Child
"('instead', 'of')",0.0,North Country School Cares for the Whole Child
"('of', 'white')",0.0,North Country School Cares for the Whole Child
"('white', 'bread')",0.1111111111111111,North Country School Cares for the Whole Child
"('bread', '.')",0.0,North Country School Cares for the Whole Child
"('``', 'Adults')",0.0,North Country School Cares for the Whole Child
"('Adults', 'take')",0.1111111111111111,North Country School Cares for the Whole Child
"('take', 'a')",0.25,North Country School Cares for the Whole Child
"('a', 'long')",0.0,North Country School Cares for the Whole Child
"('long', 'time')",0.0,North Country School Cares for the Whole Child
"('time', 'to')",0.2,North Country School Cares for the Whole Child
"('to', 'convince')",0.14285714285714285,North Country School Cares for the Whole Child
"('convince', 'and')",0.125,North Country School Cares for the Whole Child
"('and', 'you')",0.0,North Country School Cares for the Whole Child
"('you', 'are')",0.0,North Country School Cares for the Whole Child
"('are', 'thwarted')",0.42857142857142855,North Country School Cares for the Whole Child
"('thwarted', 'if')",0.0,North Country School Cares for the Whole Child
"('if', 'you')",0.0,North Country School Cares for the Whole Child
"('you', 'try')",0.2,North Country School Cares for the Whole Child
"('try', 'to')",0.25,North Country School Cares for the Whole Child
"('to', 'push')",0.0,North Country School Cares for the Whole Child
"('push', ""''"")",0.0,North Country School Cares for the Whole Child
"('.', 'At')",0.0,North Country School Cares for the Whole Child
"('At', 'first')",0.16666666666666666,North Country School Cares for the Whole Child
"('first', 'the')",0.14285714285714285,North Country School Cares for the Whole Child
"('kitchen', 'help')",0.2222222222222222,North Country School Cares for the Whole Child
"('help', 'was')",0.0,North Country School Cares for the Whole Child
"('was', 'tolerant')",0.1111111111111111,North Country School Cares for the Whole Child
"('tolerant', ',')",0.0,North Country School Cares for the Whole Child
"('but', 'ordered')",0.0,North Country School Cares for the Whole Child
"('ordered', 'their')",0.2857142857142857,North Country School Cares for the Whole Child
"('their', 'own')",0.0,North Country School Cares for the Whole Child
"('own', 'supply')",0.0,North Country School Cares for the Whole Child
"('supply', 'of')",0.0,North Country School Cares for the Whole Child
"('bread', 'for')",0.14285714285714285,North Country School Cares for the Whole Child
"('for', 'themselves')",0.0,North Country School Cares for the Whole Child
"('themselves', '.')",0.0,North Country School Cares for the Whole Child
"('``', 'You')",0.0,North Country School Cares for the Whole Child
"('You', ""can't"")",0.0,North Country School Cares for the Whole Child
"(""can't"", 'make')",0.125,North Country School Cares for the Whole Child
"('make', 'French')",0.1111111111111111,North Country School Cares for the Whole Child
"('French', 'toast')",0.0,North Country School Cares for the Whole Child
"('toast', 'with')",0.14285714285714285,North Country School Cares for the Whole Child
"('with', 'whole-wheat')",0.3333333333333333,North Country School Cares for the Whole Child
"('whole-wheat', 'bread')",0.18181818181818182,North Country School Cares for the Whole Child
"('bread', ""''"")",0.0,North Country School Cares for the Whole Child
"(',', 'was')",0.0,North Country School Cares for the Whole Child
"('was', 'an')",0.25,North Country School Cares for the Whole Child
"('an', 'early')",0.16666666666666666,North Country School Cares for the Whole Child
"('early', 'complaint')",0.16666666666666666,North Country School Cares for the Whole Child
