w,taza
"('the', 'fever')",0.16666666666666666,A Wreath for Garibaldi
"('fever', ',')",0.0,A Wreath for Garibaldi
"('too', ',')",0.0,A Wreath for Garibaldi
"('the', 'moment')",0.3333333333333333,A Wreath for Garibaldi
"('moment', 'of')",0.16666666666666666,A Wreath for Garibaldi
"('of', 'realization')",0.1,A Wreath for Garibaldi
"('realization', 'when')",0.18181818181818182,A Wreath for Garibaldi
"('when', 'he')",0.5,A Wreath for Garibaldi
"('he', 'saw')",0.0,A Wreath for Garibaldi
"('saw', 'for')",0.0,A Wreath for Garibaldi
"('for', 'himself')",0.1111111111111111,A Wreath for Garibaldi
"('himself', ',')",0.0,A Wreath for Garibaldi
"(',', 'threw')",0.0,A Wreath for Garibaldi
"('threw', 'up')",0.0,A Wreath for Garibaldi
"('up', 'his')",0.0,A Wreath for Garibaldi
"('his', 'hands')",0.3333333333333333,A Wreath for Garibaldi
"('hands', 'and')",0.6,A Wreath for Garibaldi
"('and', 'quit')",0.0,A Wreath for Garibaldi
"('quit', ',')",0.0,A Wreath for Garibaldi
"(',', 'ended')",0.0,A Wreath for Garibaldi
"('ended', 'the')",0.2,A Wreath for Garibaldi
"('war', 'as')",0.25,A Wreath for Garibaldi
"('as', 'a')",0.5,A Wreath for Garibaldi
"('a', 'prisoner')",0.0,A Wreath for Garibaldi
"('prisoner', 'in')",0.2857142857142857,A Wreath for Garibaldi
"('in', 'Texas')",0.0,A Wreath for Garibaldi
"('Texas', '.')",0.0,A Wreath for Garibaldi
"('Berto', 'knew')",0.125,A Wreath for Garibaldi
"('about', 'Fascism')",0.1,A Wreath for Garibaldi
"('Fascism', '.')",0.0,A Wreath for Garibaldi
"('So', 'did')",0.0,A Wreath for Garibaldi
"('did', 'his')",0.25,A Wreath for Garibaldi
"('his', 'friend')",0.125,A Wreath for Garibaldi
"('friend', ',')",0.0,A Wreath for Garibaldi
"('the', 'young')",0.0,A Wreath for Garibaldi
"('young', 'novelist')",0.18181818181818182,A Wreath for Garibaldi
"('novelist', 'Rimanelli')",0.36363636363636365,A Wreath for Garibaldi
"('Rimanelli', '.')",0.0,A Wreath for Garibaldi
"('.', 'Rimanelli')",0.0,A Wreath for Garibaldi
"('Rimanelli', 'is')",0.125,A Wreath for Garibaldi
"('is', 'tough')",0.0,A Wreath for Garibaldi
"('tough', 'and')",0.0,A Wreath for Garibaldi
"('and', 'square-built')",0.07692307692307693,A Wreath for Garibaldi
"('square-built', 'and')",0.07692307692307693,A Wreath for Garibaldi
"('and', 'adventurous')",0.3,A Wreath for Garibaldi
"('adventurous', ',')",0.0,A Wreath for Garibaldi
"(',', 'says')",0.0,A Wreath for Garibaldi
"('says', 'what')",0.16666666666666666,A Wreath for Garibaldi
"('what', 'he')",0.2,A Wreath for Garibaldi
"('he', 'thinks')",0.14285714285714285,A Wreath for Garibaldi
"('thinks', '.')",0.0,A Wreath for Garibaldi
"('a', 'war')",0.3333333333333333,A Wreath for Garibaldi
"('war', 'novel')",0.0,A Wreath for Garibaldi
"(',', 'The')",0.0,A Wreath for Garibaldi
"('Day', 'Of')",0.0,A Wreath for Garibaldi
"('Of', 'The')",0.0,A Wreath for Garibaldi
"('The', 'Lion')",0.0,A Wreath for Garibaldi
"('Lion', '.')",0.0,A Wreath for Garibaldi
"('.', 'These')",0.0,A Wreath for Garibaldi
"('These', 'people')",0.14285714285714285,A Wreath for Garibaldi
"('people', 'were')",0.16666666666666666,A Wreath for Garibaldi
"('were', 'not')",0.0,A Wreath for Garibaldi
"('not', 'talking')",0.25,A Wreath for Garibaldi
"('talking', 'much')",0.0,A Wreath for Garibaldi
"('much', 'about')",0.125,A Wreath for Garibaldi
"('it', ',')",0.0,A Wreath for Garibaldi
"('you', ',')",0.0,A Wreath for Garibaldi
"('a', 'foreigner')",0.0,A Wreath for Garibaldi
"('foreigner', ',')",0.0,A Wreath for Garibaldi
"(',', 'sensed')",0.0,A Wreath for Garibaldi
"('sensed', 'their')",0.125,A Wreath for Garibaldi
"('their', 'apprehension')",0.4,A Wreath for Garibaldi
"('apprehension', 'and')",0.2,A Wreath for Garibaldi
"('and', 'disappointment')",0.3,A Wreath for Garibaldi
"('disappointment', '.')",0.0,A Wreath for Garibaldi
"('So', 'there')",0.0,A Wreath for Garibaldi
"('there', 'we')",0.2,A Wreath for Garibaldi
"('we', 'were')",0.6666666666666666,A Wreath for Garibaldi
"('were', 'talking')",0.0,A Wreath for Garibaldi
"('talking', 'around')",0.18181818181818182,A Wreath for Garibaldi
"('around', 'and')",0.5,A Wreath for Garibaldi
"('and', 'about')",0.14285714285714285,A Wreath for Garibaldi
"('The', 'English')",0.1111111111111111,A Wreath for Garibaldi
"('English', 'lady')",0.1,A Wreath for Garibaldi
"('lady', 'said')",0.3333333333333333,A Wreath for Garibaldi
"('said', 'she')",0.16666666666666666,A Wreath for Garibaldi
"('she', 'had')",0.2,A Wreath for Garibaldi
"('had', 'to')",0.0,A Wreath for Garibaldi
"('to', 'go')",0.3333333333333333,A Wreath for Garibaldi
"('go', 'to')",0.3333333333333333,A Wreath for Garibaldi
"('to', 'Vienna')",0.0,A Wreath for Garibaldi
"('Vienna', 'for')",0.0,A Wreath for Garibaldi
"('while', '.')",0.0,A Wreath for Garibaldi
"('a', 'pity')",0.0,A Wreath for Garibaldi
"('pity', 'because')",0.0,A Wreath for Garibaldi
"('because', 'she')",0.2857142857142857,A Wreath for Garibaldi
"('had', 'planned')",0.2857142857142857,A Wreath for Garibaldi
"('planned', 'to')",0.0,A Wreath for Garibaldi
"('to', 'lay')",0.0,A Wreath for Garibaldi
"('lay', 'a')",0.3333333333333333,A Wreath for Garibaldi
"('a', 'wreath')",0.16666666666666666,A Wreath for Garibaldi
"('wreath', 'at')",0.3333333333333333,A Wreath for Garibaldi
"('at', 'the')",0.25,A Wreath for Garibaldi
"('the', 'foot')",0.2,A Wreath for Garibaldi
"('foot', 'of')",0.6666666666666666,A Wreath for Garibaldi
"('the', 'Garibaldi')",0.0,A Wreath for Garibaldi
"('Garibaldi', 'statue')",0.09090909090909091,A Wreath for Garibaldi
"('statue', ',')",0.0,A Wreath for Garibaldi
"(',', 'towering')",0.0,A Wreath for Garibaldi
"('towering', 'over')",0.3333333333333333,A Wreath for Garibaldi
"('over', 'Rome')",0.3333333333333333,A Wreath for Garibaldi
"('Rome', 'in')",0.0,A Wreath for Garibaldi
"('in', 'spectacular')",0.0,A Wreath for Garibaldi
"('spectacular', 'benediction')",0.21428571428571427,A Wreath for Garibaldi
"('benediction', 'from')",0.09090909090909091,A Wreath for Garibaldi
"('from', 'the')",0.0,A Wreath for Garibaldi
"('the', 'highpoint')",0.25,A Wreath for Garibaldi
"('highpoint', 'of')",0.125,A Wreath for Garibaldi
"('.', 'Around')",0.0,A Wreath for Garibaldi
"('Around', 'that')",0.0,A Wreath for Garibaldi
"('that', 'statue')",0.3333333333333333,A Wreath for Garibaldi
"('statue', 'in')",0.0,A Wreath for Garibaldi
"('the', 'green')",0.16666666666666666,A Wreath for Garibaldi
"('green', 'park')",0.14285714285714285,A Wreath for Garibaldi
"('park', 'where')",0.14285714285714285,A Wreath for Garibaldi
"('where', 'children')",0.3333333333333333,A Wreath for Garibaldi
"('children', 'play')",0.09090909090909091,A Wreath for Garibaldi
"('play', 'and')",0.16666666666666666,A Wreath for Garibaldi
"('and', 'lovers')",0.0,A Wreath for Garibaldi
"('lovers', 'walk')",0.1111111111111111,A Wreath for Garibaldi
"('walk', 'in')",0.0,A Wreath for Garibaldi
"('in', 'twos')",0.0,A Wreath for Garibaldi
"('twos', 'and')",0.0,A Wreath for Garibaldi
"('and', 'there')",0.0,A Wreath for Garibaldi
"('there', 'is')",0.0,A Wreath for Garibaldi
"('is', 'a')",0.0,A Wreath for Garibaldi
"('a', 'glowing')",0.0,A Wreath for Garibaldi
"('glowing', 'view')",0.25,A Wreath for Garibaldi
"('view', 'of')",0.0,A Wreath for Garibaldi
"('the', 'whole')",0.3333333333333333,A Wreath for Garibaldi
"('whole', 'city')",0.0,A Wreath for Garibaldi
"('city', ',')",0.0,A Wreath for Garibaldi
"('in', 'that')",0.0,A Wreath for Garibaldi
"('that', 'park')",0.16666666666666666,A Wreath for Garibaldi
"('park', 'are')",0.4,A Wreath for Garibaldi
"('are', 'the')",0.2,A Wreath for Garibaldi
"('the', 'rows')",0.0,A Wreath for Garibaldi
"('rows', 'of')",0.2,A Wreath for Garibaldi
"('of', 'marble')",0.0,A Wreath for Garibaldi
"('marble', 'busts')",0.1111111111111111,A Wreath for Garibaldi
"('busts', 'of')",0.0,A Wreath for Garibaldi
"('of', ""Garibaldi's"")",0.0,A Wreath for Garibaldi
"(""Garibaldi's"", 'fallen')",0.16666666666666666,A Wreath for Garibaldi
"('fallen', 'men')",0.3333333333333333,A Wreath for Garibaldi
"('men', ',')",0.0,A Wreath for Garibaldi
"('the', 'ones')",0.16666666666666666,A Wreath for Garibaldi
"('ones', 'who')",0.16666666666666666,A Wreath for Garibaldi
"('who', 'one')",0.2,A Wreath for Garibaldi
"('one', 'day')",0.0,A Wreath for Garibaldi
"('day', 'rushed')",0.125,A Wreath for Garibaldi
"('rushed', 'out')",0.125,A Wreath for Garibaldi
"('the', 'Porta')",0.14285714285714285,A Wreath for Garibaldi
"('Porta', 'San')",0.14285714285714285,A Wreath for Garibaldi
"('San', 'Pancrazio')",0.2222222222222222,A Wreath for Garibaldi
"('Pancrazio', 'and')",0.2222222222222222,A Wreath for Garibaldi
"(',', 'under')",0.0,A Wreath for Garibaldi
"('under', 'fire')",0.2857142857142857,A Wreath for Garibaldi
"('fire', 'all')",0.0,A Wreath for Garibaldi
"('way', ',')",0.0,A Wreath for Garibaldi
"(',', 'up')",0.0,A Wreath for Garibaldi
"('up', 'the')",0.0,A Wreath for Garibaldi
"('the', 'long')",0.0,A Wreath for Garibaldi
"('long', ',')",0.0,A Wreath for Garibaldi
"(',', 'straight')",0.0,A Wreath for Garibaldi
"('straight', 'narrow')",0.2,A Wreath for Garibaldi
"('narrow', 'lane')",0.2857142857142857,A Wreath for Garibaldi
"('lane', 'to')",0.0,A Wreath for Garibaldi
"('to', 'take')",0.2,A Wreath for Garibaldi
"('take', ',')",0.0,A Wreath for Garibaldi
"(',', 'then')",0.0,A Wreath for Garibaldi
"('then', 'lose')",0.14285714285714285,A Wreath for Garibaldi
"('lose', 'the')",0.16666666666666666,A Wreath for Garibaldi
"('the', 'high')",0.2,A Wreath for Garibaldi
"('high', 'ground')",0.125,A Wreath for Garibaldi
"('ground', 'of')",0.14285714285714285,A Wreath for Garibaldi
"('Villa', 'Doria')",0.2857142857142857,A Wreath for Garibaldi
"('Doria', 'Pamphili')",0.2,A Wreath for Garibaldi
"('Pamphili', '.')",0.0,A Wreath for Garibaldi
"('.', 'When')",0.0,A Wreath for Garibaldi
"('When', 'they')",0.3333333333333333,A Wreath for Garibaldi
"('they', 'lost')",0.14285714285714285,A Wreath for Garibaldi
"('lost', 'it')",0.2,A Wreath for Garibaldi
"('the', 'French')",0.2857142857142857,A Wreath for Garibaldi
"('French', 'artillery')",0.18181818181818182,A Wreath for Garibaldi
"('artillery', 'moved')",0.09090909090909091,A Wreath for Garibaldi
"('moved', 'in')",0.0,A Wreath for Garibaldi
"('in', ',')",0.0,A Wreath for Garibaldi
"('and', 'that')",0.2,A Wreath for Garibaldi
"('that', 'was')",0.2,A Wreath for Garibaldi
"('was', 'the')",0.0,A Wreath for Garibaldi
"('the', 'end')",0.2,A Wreath for Garibaldi
"('end', 'for')",0.0,A Wreath for Garibaldi
"('for', 'Garibaldi')",0.1111111111111111,A Wreath for Garibaldi
"('Garibaldi', 'that')",0.1111111111111111,A Wreath for Garibaldi
"('that', 'time')",0.16666666666666666,A Wreath for Garibaldi
"('time', ',')",0.0,A Wreath for Garibaldi
"(',', 'on')",0.0,A Wreath for Garibaldi
"('on', '30')",0.0,A Wreath for Garibaldi
"('30', 'April')",0.0,A Wreath for Garibaldi
"('April', '1849')",0.0,A Wreath for Garibaldi
"('1849', '.')",0.0,A Wreath for Garibaldi
"('.', 'Once')",0.0,A Wreath for Garibaldi
"('Once', 'out')",0.0,A Wreath for Garibaldi
"('the', 'gate')",0.4,A Wreath for Garibaldi
"('gate', 'they')",0.3333333333333333,A Wreath for Garibaldi
"('had', 'charged')",0.42857142857142855,A Wreath for Garibaldi
"('charged', 'straight')",0.4,A Wreath for Garibaldi
"('straight', 'up')",0.0,A Wreath for Garibaldi
"('the', 'narrow')",0.0,A Wreath for Garibaldi
"('lane', '.')",0.0,A Wreath for Garibaldi
"('We', 'had')",0.0,A Wreath for Garibaldi
"('had', 'walked')",0.2857142857142857,A Wreath for Garibaldi
"('walked', 'it')",0.0,A Wreath for Garibaldi
"('it', 'many')",0.0,A Wreath for Garibaldi
"('many', 'times')",0.125,A Wreath for Garibaldi
"('times', 'and')",0.0,A Wreath for Garibaldi
"('and', 'shivered')",0.1111111111111111,A Wreath for Garibaldi
"('shivered', ',')",0.0,A Wreath for Garibaldi
"(',', 'figuring')",0.0,A Wreath for Garibaldi
"('figuring', 'what')",0.0,A Wreath for Garibaldi
"('what', 'a')",0.25,A Wreath for Garibaldi
"('a', 'fish')",0.0,A Wreath for Garibaldi
"('fish', 'barrel')",0.0,A Wreath for Garibaldi
"('barrel', 'it')",0.0,A Wreath for Garibaldi
"('it', 'had')",0.0,A Wreath for Garibaldi
"('been', 'for')",0.0,A Wreath for Garibaldi
"('French', '.')",0.0,A Wreath for Garibaldi
"('Now', 'the')",0.0,A Wreath for Garibaldi
"('the', 'park')",0.0,A Wreath for Garibaldi
"('park', 'is')",0.0,A Wreath for Garibaldi
"('is', 'filled')",0.16666666666666666,A Wreath for Garibaldi
"('filled', 'with')",0.125,A Wreath for Garibaldi
"('with', 'marble')",0.0,A Wreath for Garibaldi
"('busts', 'and')",0.0,A Wreath for Garibaldi
"('and', 'all')",0.25,A Wreath for Garibaldi
"('the', 'streets')",0.4,A Wreath for Garibaldi
"('streets', 'in')",0.0,A Wreath for Garibaldi
"('the', 'immediate')",0.2857142857142857,A Wreath for Garibaldi
"('immediate', 'area')",0.2857142857142857,A Wreath for Garibaldi
"('area', 'have')",0.4,A Wreath for Garibaldi
"('have', 'the')",0.4,A Wreath for Garibaldi
"('the', 'full')",0.0,A Wreath for Garibaldi
"('full', 'and')",0.0,A Wreath for Garibaldi
"('and', 'proper')",0.0,A Wreath for Garibaldi
"('proper', 'names')",0.125,A Wreath for Garibaldi
"('names', 'of')",0.0,A Wreath for Garibaldi
"('the', 'men')",0.2,A Wreath for Garibaldi
"('men', 'who')",0.0,A Wreath for Garibaldi
"('who', 'fell')",0.0,A Wreath for Garibaldi
"('fell', '.')",0.0,A Wreath for Garibaldi
"('We', 'were')",0.25,A Wreath for Garibaldi
"('were', 'at')",0.0,A Wreath for Garibaldi
"('once', 'and')",0.16666666666666666,A Wreath for Garibaldi
"('and', 'heard')",0.3333333333333333,A Wreath for Garibaldi
"('heard', 'an')",0.16666666666666666,A Wreath for Garibaldi
"('an', 'idealistic')",0.1111111111111111,A Wreath for Garibaldi
"('idealistic', 'young')",0.0,A Wreath for Garibaldi
"('young', 'European')",0.3,A Wreath for Garibaldi
"('European', 'call')",0.1,A Wreath for Garibaldi
"('call', 'that')",0.2,A Wreath for Garibaldi
"('that', 'awful')",0.14285714285714285,A Wreath for Garibaldi
"('awful', 'charge')",0.1,A Wreath for Garibaldi
"('charge', 'glorious')",0.18181818181818182,A Wreath for Garibaldi
"('glorious', '.')",0.0,A Wreath for Garibaldi
"('.', 'Our')",0.0,A Wreath for Garibaldi
"('Our', 'companion')",0.0,A Wreath for Garibaldi
"('companion', 'was')",0.1111111111111111,A Wreath for Garibaldi
"('a', 'huge')",0.0,A Wreath for Garibaldi
"('huge', ',')",0.0,A Wreath for Garibaldi
"(',', 'plain-spoken')",0.0,A Wreath for Garibaldi
"('plain-spoken', 'American')",0.2857142857142857,A Wreath for Garibaldi
"('American', 'sculptor')",0.14285714285714285,A Wreath for Garibaldi
"('sculptor', 'who')",0.1,A Wreath for Garibaldi
"('who', 'had')",0.2,A Wreath for Garibaldi
"('a', 'sixteen-year-old')",0.07692307692307693,A Wreath for Garibaldi
"('sixteen-year-old', 'rifleman')",0.4,A Wreath for Garibaldi
"('rifleman', 'all')",0.25,A Wreath for Garibaldi
"('all', 'across')",0.16666666666666666,A Wreath for Garibaldi
"('across', 'France')",0.375,A Wreath for Garibaldi
"('France', 'in')",0.14285714285714285,A Wreath for Garibaldi
"('in', '1944')",0.0,A Wreath for Garibaldi
"('1944', '.')",0.0,A Wreath for Garibaldi
"('He', 'said')",0.0,A Wreath for Garibaldi
"('said', 'it')",0.2,A Wreath for Garibaldi
"('it', 'was')",0.0,A Wreath for Garibaldi
"('was', 'stupid')",0.125,A Wreath for Garibaldi
"('stupid', 'butchery')",0.16666666666666666,A Wreath for Garibaldi
"('butchery', 'to')",0.1111111111111111,A Wreath for Garibaldi
"('to', 'order')",0.2,A Wreath for Garibaldi
"('order', 'men')",0.16666666666666666,A Wreath for Garibaldi
"('men', 'to')",0.0,A Wreath for Garibaldi
"('to', 'make')",0.0,A Wreath for Garibaldi
"('make', 'a')",0.25,A Wreath for Garibaldi
"('a', 'charge')",0.16666666666666666,A Wreath for Garibaldi
"('charge', 'like')",0.1111111111111111,A Wreath for Garibaldi
"('like', 'that')",0.0,A Wreath for Garibaldi
"('that', ',')",0.0,A Wreath for Garibaldi
"(',', 'no')",0.0,A Wreath for Garibaldi
"('no', 'matter')",0.0,A Wreath for Garibaldi
"('matter', 'who')",0.0,A Wreath for Garibaldi
"('who', 'gave')",0.0,A Wreath for Garibaldi
"('gave', 'the')",0.16666666666666666,A Wreath for Garibaldi
"('the', 'order')",0.16666666666666666,A Wreath for Garibaldi
"('order', 'and')",0.16666666666666666,A Wreath for Garibaldi
"('and', 'what')",0.16666666666666666,A Wreath for Garibaldi
"('what', 'for')",0.0,A Wreath for Garibaldi
"('.', '``')",0.0,A Wreath for Garibaldi
"('``', 'Oh')",0.0,A Wreath for Garibaldi
"('Oh', ',')",0.0,A Wreath for Garibaldi
"(',', 'it')",0.0,A Wreath for Garibaldi
"('it', 'would')",0.0,A Wreath for Garibaldi
"('would', 'be')",0.0,A Wreath for Garibaldi
"('be', 'butchery')",0.25,A Wreath for Garibaldi
"('butchery', 'all')",0.0,A Wreath for Garibaldi
"('right', ""''"")",0.0,A Wreath for Garibaldi
"(""''"", ',')",0.0,A Wreath for Garibaldi
"('the', 'European')",0.1,A Wreath for Garibaldi
"('European', 'said')",0.09090909090909091,A Wreath for Garibaldi
"('said', '.')",0.0,A Wreath for Garibaldi
"('``', 'We')",0.0,A Wreath for Garibaldi
"('We', 'would')",0.0,A Wreath for Garibaldi
"('would', 'see')",0.0,A Wreath for Garibaldi
"('see', 'it')",0.0,A Wreath for Garibaldi
"('it', 'that')",0.25,A Wreath for Garibaldi
"('that', 'way')",0.2,A Wreath for Garibaldi
"('but', 'it')",0.25,A Wreath for Garibaldi
"('was', 'glorious')",0.1111111111111111,A Wreath for Garibaldi
"('glorious', 'then')",0.0,A Wreath for Garibaldi
"('then', '.')",0.0,A Wreath for Garibaldi
"('the', 'last')",0.16666666666666666,A Wreath for Garibaldi
"('last', 'time')",0.14285714285714285,A Wreath for Garibaldi
"('time', 'in')",0.2,A Wreath for Garibaldi
"('in', 'history')",0.125,A Wreath for Garibaldi
"('history', 'anybody')",0.18181818181818182,A Wreath for Garibaldi
"('anybody', 'could')",0.2222222222222222,A Wreath for Garibaldi
"('could', 'do')",0.4,A Wreath for Garibaldi
"('do', 'something')",0.1,A Wreath for Garibaldi
"('something', 'gloriously')",0.3076923076923077,A Wreath for Garibaldi
"('gloriously', 'like')",0.2,A Wreath for Garibaldi
"('that', ""''"")",0.0,A Wreath for Garibaldi
"(""''"", '.')",0.0,A Wreath for Garibaldi
"('.', 'I')",0.0,A Wreath for Garibaldi
"('I', 'thought')",0.0,A Wreath for Garibaldi
"('thought', ':')",0.0,A Wreath for Garibaldi
"(':', 'Who')",0.0,A Wreath for Garibaldi
"('Who', 'is')",0.0,A Wreath for Garibaldi
"('is', 'older')",0.0,A Wreath for Garibaldi
"('older', 'now')",0.14285714285714285,A Wreath for Garibaldi
"('now', '?')",0.0,A Wreath for Garibaldi
"('?', '?')",1.0,A Wreath for Garibaldi
"('?', 'Old')",0.0,A Wreath for Garibaldi
"('Old', 'world')",0.3333333333333333,A Wreath for Garibaldi
"('world', 'and')",0.14285714285714285,A Wreath for Garibaldi
"('and', 'new')",0.2,A Wreath for Garibaldi
"('new', 'world')",0.14285714285714285,A Wreath for Garibaldi
"('world', '.')",0.0,A Wreath for Garibaldi
"('The', 'sculptor')",0.0,A Wreath for Garibaldi
"('sculptor', 'looked')",0.18181818181818182,A Wreath for Garibaldi
"('looked', 'at')",0.0,A Wreath for Garibaldi
"('at', 'him')",0.0,A Wreath for Garibaldi
"('him', ',')",0.0,A Wreath for Garibaldi
"(',', 'bugeyed')",0.0,A Wreath for Garibaldi
"('bugeyed', 'and')",0.125,A Wreath for Garibaldi
"('and', 'amazed')",0.3333333333333333,A Wreath for Garibaldi
"('amazed', ',')",0.0,A Wreath for Garibaldi
"(',', 'angry')",0.0,A Wreath for Garibaldi
"('angry', '.')",0.0,A Wreath for Garibaldi
"('had', 'made')",0.4,A Wreath for Garibaldi
"('made', 'an')",0.2,A Wreath for Garibaldi
"('an', 'assault')",0.16666666666666666,A Wreath for Garibaldi
"('assault', 'once')",0.0,A Wreath for Garibaldi
"('once', 'with')",0.0,A Wreath for Garibaldi
"('with', '180')",0.0,A Wreath for Garibaldi
"('180', 'men')",0.0,A Wreath for Garibaldi
"('men', '.')",0.0,A Wreath for Garibaldi
"('a', 'picked')",0.0,A Wreath for Garibaldi
"('picked', 'assault')",0.0,A Wreath for Garibaldi
"('assault', 'company')",0.09090909090909091,A Wreath for Garibaldi
"('company', '.')",0.0,A Wreath for Garibaldi
"('They', 'went')",0.14285714285714285,A Wreath for Garibaldi
"('went', 'up')",0.0,A Wreath for Garibaldi
"('up', 'against')",0.0,A Wreath for Garibaldi
"('against', 'an')",0.3333333333333333,A Wreath for Garibaldi
"('an', 'SS')",0.0,A Wreath for Garibaldi
"('SS', 'unit')",0.0,A Wreath for Garibaldi
"('unit', 'of')",0.0,A Wreath for Garibaldi
"('of', 'comparable')",0.1,A Wreath for Garibaldi
"('comparable', 'size')",0.08333333333333333,A Wreath for Garibaldi
"('size', ',')",0.0,A Wreath for Garibaldi
"(',', 'over')",0.0,A Wreath for Garibaldi
"('over', 'a')",0.0,A Wreath for Garibaldi
"('little', 'rise')",0.3333333333333333,A Wreath for Garibaldi
"('rise', 'of')",0.0,A Wreath for Garibaldi
"('of', 'ground')",0.14285714285714285,A Wreath for Garibaldi
"('ground', ',')",0.0,A Wreath for Garibaldi
"('over', 'an')",0.0,A Wreath for Garibaldi
"('an', 'open')",0.2,A Wreath for Garibaldi
"('open', 'field')",0.125,A Wreath for Garibaldi
"('field', '.')",0.0,A Wreath for Garibaldi
"('.', 'Object')",0.0,A Wreath for Garibaldi
"('Object', '--')",0.0,A Wreath for Garibaldi
"('--', 'a')",0.0,A Wreath for Garibaldi
"('a', 'village')",0.16666666666666666,A Wreath for Garibaldi
"('village', 'crossroads')",0.09090909090909091,A Wreath for Garibaldi
"('crossroads', '.')",0.0,A Wreath for Garibaldi
"('They', 'made')",0.14285714285714285,A Wreath for Garibaldi
"('made', 'it')",0.0,A Wreath for Garibaldi
"(',', 'killed')",0.0,A Wreath for Garibaldi
"('killed', 'every')",0.125,A Wreath for Garibaldi
"('every', 'last')",0.0,A Wreath for Garibaldi
"('last', 'one')",0.0,A Wreath for Garibaldi
"('the', 'Krauts')",0.125,A Wreath for Garibaldi
"('Krauts', ',')",0.0,A Wreath for Garibaldi
"(',', 'took')",0.0,A Wreath for Garibaldi
"('took', 'the')",0.2,A Wreath for Garibaldi
"('the', 'village')",0.125,A Wreath for Garibaldi
"('village', 'on')",0.0,A Wreath for Garibaldi
"('on', 'schedule')",0.0,A Wreath for Garibaldi
"('schedule', '.')",0.0,A Wreath for Garibaldi
"('When', 'it')",0.0,A Wreath for Garibaldi
"('was', 'over')",0.0,A Wreath for Garibaldi
"('over', ',')",0.0,A Wreath for Garibaldi
"(',', 'eight')",0.0,A Wreath for Garibaldi
"('eight', 'of')",0.0,A Wreath for Garibaldi
"('of', 'his')",0.0,A Wreath for Garibaldi
"('his', 'company')",0.0,A Wreath for Garibaldi
"('company', 'were')",0.0,A Wreath for Garibaldi
"('were', 'still')",0.0,A Wreath for Garibaldi
"('still', 'alive')",0.2857142857142857,A Wreath for Garibaldi
"('alive', 'and')",0.14285714285714285,A Wreath for Garibaldi
"('all', 'eight')",0.0,A Wreath for Garibaldi
"('eight', 'were')",0.14285714285714285,A Wreath for Garibaldi
"('were', 'wounded')",0.2857142857142857,A Wreath for Garibaldi
"('wounded', '.')",0.0,A Wreath for Garibaldi
"('The', 'whole')",0.3333333333333333,A Wreath for Garibaldi
"('whole', 'thing')",0.1111111111111111,A Wreath for Garibaldi
"('thing', ',')",0.0,A Wreath for Garibaldi
"(',', 'from')",0.0,A Wreath for Garibaldi
"('moment', 'when')",0.2857142857142857,A Wreath for Garibaldi
"('when', 'they')",0.3333333333333333,A Wreath for Garibaldi
"('they', 'jumped')",0.1111111111111111,A Wreath for Garibaldi
"('jumped', 'heavily')",0.08333333333333333,A Wreath for Garibaldi
"('heavily', 'off')",0.0,A Wreath for Garibaldi
"('off', 'the')",0.0,A Wreath for Garibaldi
"('the', 'trucks')",0.125,A Wreath for Garibaldi
"('trucks', ',')",0.0,A Wreath for Garibaldi
"(',', 'spread')",0.0,A Wreath for Garibaldi
"('spread', 'out')",0.0,A Wreath for Garibaldi
"('out', 'and')",0.0,A Wreath for Garibaldi
"('and', 'moved')",0.14285714285714285,A Wreath for Garibaldi
"('moved', 'into')",0.125,A Wreath for Garibaldi
"('into', 'position')",0.6666666666666666,A Wreath for Garibaldi
"('position', 'just')",0.25,A Wreath for Garibaldi
"('just', 'behind')",0.0,A Wreath for Garibaldi
"('behind', 'the')",0.2857142857142857,A Wreath for Garibaldi
"('the', 'cover')",0.14285714285714285,A Wreath for Garibaldi
"('cover', 'of')",0.16666666666666666,A Wreath for Garibaldi
"('of', 'that')",0.0,A Wreath for Garibaldi
"('that', 'slight')",0.2857142857142857,A Wreath for Garibaldi
"('slight', 'rise')",0.25,A Wreath for Garibaldi
"('ground', 'and')",0.2857142857142857,A Wreath for Garibaldi
"('then', 'jumped')",0.1111111111111111,A Wreath for Garibaldi
"('jumped', 'off')",0.0,A Wreath for Garibaldi
"('off', ',')",0.0,A Wreath for Garibaldi
"('took', 'maybe')",0.0,A Wreath for Garibaldi
"('maybe', 'between')",0.25,A Wreath for Garibaldi
"('between', 'twenty')",0.6666666666666666,A Wreath for Garibaldi
"('twenty', 'and')",0.14285714285714285,A Wreath for Garibaldi
"('and', 'thirty')",0.0,A Wreath for Garibaldi
"('thirty', 'minutes')",0.2,A Wreath for Garibaldi
"('minutes', '.')",0.0,A Wreath for Garibaldi
"(',', 'let')",0.0,A Wreath for Garibaldi
"('let', 'the')",0.5,A Wreath for Garibaldi
"('the', 'color')",0.0,A Wreath for Garibaldi
"('color', 'drain')",0.125,A Wreath for Garibaldi
"('drain', 'out')",0.0,A Wreath for Garibaldi
"('his', 'face')",0.0,A Wreath for Garibaldi
"('face', ',')",0.0,A Wreath for Garibaldi
"(',', 'grinned')",0.0,A Wreath for Garibaldi
"('grinned', ',')",0.0,A Wreath for Garibaldi
"('and', 'looked')",0.14285714285714285,A Wreath for Garibaldi
"('looked', 'down')",0.2857142857142857,A Wreath for Garibaldi
